Id,Salesforce_Link,Name,StageName,CloseDate,AccountId,RY_External_ID__c,RY_Sample_Stage__c,RY_Expected_Value_ZAR__c,CreatedDate
006jX00000063MdQAI,https://business-data-62022.lightning.force.com/lightning/r/Opportunity/006jX00000063MdQAI/view,Design Thinking - Application Received,Qualify,2024-08-07,,RY-OPP-00613784,Application Received,10162.11,2026-09-09T12:59:32.000+0000
006jX0000006389QAA,https://business-data-62022.lightning.force.com/lightning/r/Opportunity/006jX0000006389QAA/view,Creative Thinking - Closed Lost,Qualify,2022-05-29,,RY-OPP-00620787,Closed Lost,3578.11,2026-09-09T12:55:45.000+0000
006jX00000062iLQAQ,https://business-data-62022.lightning.force.com/lightning/r/Opportunity/006jX00000062iLQAQ/view,Interior Decorating - Qualification,Qualify,2026-09-23,,RY-OPP-00621482,Qualification,13859.52,2026-09-09T12:56:41.000+0000
006jX000000647PQAQ,https://business-data-62022.lightning.force.com/lightning/r/Opportunity/006jX000000647PQAQ/view,Mentorship - Application Sent,Qualify,2025-05-11,,RY-OPP-00625867,Application Sent,5303.37,2026-09-09T11:32:08.000+0000
006jX00000062VVQAY,https://business-data-62022.lightning.force.com/lightning/r/Opportunity/006jX00000062VVQAY/view,Part-Time Postgraduate Diploma in Management - Offer Made,Qualify,2026-03-07,,RY-OPP-00627233,Offer Made,,2026-09-09T12:57:47.000+0000
006jX00000066h4QAA,https://business-data-62022.lightning.force.com/lightning/r/Opportunity/006jX00000066h4QAA/view,Graphic Design Beginner - Qualification,Qualify,2024-04-13,,RY-OPP-00631492,Qualification,14229.23,2026-09-09T12:55:35.000+0000
006jX000000673dQAA,https://business-data-62022.lightning.force.com/lightning/r/Opportunity/006jX000000673dQAA/view,Management Development Programme: Agency Leadership - Application Received,Qualify,2025-04-21,,RY-OPP-00632602,Application Received,34656.38,2026-09-09T12:59:08.000+0000
006jX00000066FeQAI,https://business-data-62022.lightning.force.com/lightning/r/Opportunity/006jX00000066FeQAI/view,"Higher Occupational Certificate: Advertiser, Specialising in Digital Marketing - Enquiry",Qualify,2023-10-02,,RY-OPP-00635292,Enquiry,,2026-09-09T12:52:50.000+0000
006jX00000066igQAA,https://business-data-62022.lightning.force.com/lightning/r/Opportunity/006jX00000066igQAA/view,Higher Certificate in Business Management - Application Sent,Qualify,2026-10-22,,RY-OPP-00635374,Application Sent,,2026-09-09T12:55:38.000+0000
006jX000000614mQAA,https://business-data-62022.lightning.force.com/lightning/r/Opportunity/006jX000000614mQAA/view,Shopper Marketing - Offer Made,Qualify,2024-03-24,,RY-OPP-00636282,Offer Made,14089.65,2026-09-09T12:55:46.000+0000
006jX00000066ijQAA,https://business-data-62022.lightning.force.com/lightning/r/Opportunity/006jX00000066ijQAA/view,Media Planning - Qualification,Qualify,2026-01-17,,RY-OPP-00639932,Qualification,10688.94,2026-09-09T12:57:29.000+0000
006jX00000062VWQAY,https://business-data-62022.lightning.force.com/lightning/r/Opportunity/006jX00000062VWQAY/view,Higher Certificate in Business Management - Offer Made,Qualify,2026-01-01,,RY-OPP-00640949,Offer Made,,2026-09-09T12:58:02.000+0000
006jX000000640wQAA,https://business-data-62022.lightning.force.com/lightning/r/Opportunity/006jX000000640wQAA/view,Strategic Foresight for Leaders - Closed Lost,Qualify,2024-07-15,,RY-OPP-00641237,Closed Lost,24232.02,2026-09-09T12:53:16.000+0000
006jX00000061XjQAI,https://business-data-62022.lightning.force.com/lightning/r/Opportunity/006jX00000061XjQAI/view,AI & Executive Judgement - Application Received,Qualify,2024-01-08,,RY-OPP-00642253,Application Received,19768.44,2026-09-09T12:55:41.000+0000
006jX00000062NLQAY,https://business-data-62022.lightning.force.com/lightning/r/Opportunity/006jX00000062NLQAY/view,Public Relations - Qualification,Qualify,2026-10-01,,RY-OPP-00643423,Qualification,12548.64,2026-09-09T12:57:19.000+0000
006jX00000065rSQAQ,https://business-data-62022.lightning.force.com/lightning/r/Opportunity/006jX00000065rSQAQ/view,Operational Finance - Closed Won,Qualify,2023-05-07,,RY-OPP-00650718,Closed Won,11782.07,2026-09-09T12:55:32.000+0000
006jX00000061JDQAY,https://business-data-62022.lightning.force.com/lightning/r/Opportunity/006jX00000061JDQAY/view,Data Analysis for Marketers - Application Received,Qualify,2025-05-19,,RY-OPP-00650781,Application Received,12312.91,2026-09-09T12:52:54.000+0000
006jX000000676rQAA,https://business-data-62022.lightning.force.com/lightning/r/Opportunity/006jX000000676rQAA/view,Business Analysis - Qualification,Qualify,2026-12-06,,RY-OPP-00652000,Qualification,10979.35,2026-09-09T12:59:26.000+0000
006jX00000062gkQAA,https://business-data-62022.lightning.force.com/lightning/r/Opportunity/006jX00000062gkQAA/view,Data Analysis for Marketers - Enquiry,Qualify,2026-10-04,,RY-OPP-00658303,Enquiry,12883.32,2026-09-09T12:56:39.000+0000
006jX00000063pfQAA,https://business-data-62022.lightning.force.com/lightning/r/Opportunity/006jX00000063pfQAA/view,Data Visualisation for Designers - Enquiry,Qualify,2024-02-27,,RY-OPP-00658497,Enquiry,12617.46,2026-09-09T12:59:25.000+0000
006jX00000066QyQAI,https://business-data-62022.lightning.force.com/lightning/r/Opportunity/006jX00000066QyQAI/view,Design Thinking - Enquiry,Qualify,2026-02-24,,RY-OPP-00667730,Enquiry,11269.48,2026-09-09T12:53:20.000+0000
006jX00000065D8QAI,https://business-data-62022.lightning.force.com/lightning/r/Opportunity/006jX00000065D8QAI/view,Interior Decorating - Application Received,Qualify,2022-09-22,,RY-OPP-00680566,Application Received,12765.33,2026-09-09T12:52:44.000+0000
006jX00000061ayQAA,https://business-data-62022.lightning.force.com/lightning/r/Opportunity/006jX00000061ayQAA/view,Higher Certificate in Business Management - Application Received,Qualify,2025-07-29,,RY-OPP-00682695,Application Received,,2026-09-09T12:59:02.000+0000
006jX00000063uVQAQ,https://business-data-62022.lightning.force.com/lightning/r/Opportunity/006jX00000063uVQAQ/view,User Experience Design - Offer Made,Qualify,2024-12-25,,RY-OPP-00684096,Offer Made,,2026-09-09T12:54:24.000+0000
006jX00000061CpQAI,https://business-data-62022.lightning.force.com/lightning/r/Opportunity/006jX00000061CpQAI/view,People Management - Qualification,Qualify,2024-12-12,,RY-OPP-00690756,Qualification,13489.64,2026-09-09T12:53:38.000+0000
006jX00000066dpQAA,https://business-data-62022.lightning.force.com/lightning/r/Opportunity/006jX00000066dpQAA/view,Data Analysis - Closed Won,Qualify,2026-07-28,,RY-OPP-00695855,Closed Won,13222.09,2026-09-09T12:52:32.000+0000
006jX00000061pYQAQ,https://business-data-62022.lightning.force.com/lightning/r/Opportunity/006jX00000061pYQAQ/view,Higher Certificate in Marketing and Branding - Closed Lost,Qualify,2025-11-29,,RY-OPP-00702618,Closed Lost,,2026-09-09T12:54:08.000+0000
006jX00000067A6QAI,https://business-data-62022.lightning.force.com/lightning/r/Opportunity/006jX00000067A6QAI/view,Higher Certificate in Business Management - Offer Made,Qualify,2023-10-04,,RY-OPP-00703760,Offer Made,,2026-09-09T13:00:06.000+0000
